id,label,birthplace_old,date,daterange_0,daterange_1,deathplace_old,description_rt,family,geoname,gnid,job,job_0,job_1,job_2,job_3,job_4,lat,literature,literature_0,literature_1,literature_10,literature_11,literature_12,literature_13,literature_14,literature_15,literature_16,literature_17,literature_18,literature_19,literature_2,literature_20,literature_21,literature_22,literature_23,literature_24,literature_25,literature_26,literature_27,literature_28,literature_29,literature_3,literature_4,literature_5,literature_6,literature_7,literature_8,literature_9,lng,name,name_0,name_1,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,salsah_comment,salsah_comment_0,salsah_comment_1,salsah_comment_10,salsah_comment_11,salsah_comment_12,salsah_comment_13,salsah_comment_14,salsah_comment_15,salsah_comment_16,salsah_comment_17,salsah_comment_18,salsah_comment_19,salsah_comment_2,salsah_comment_20,salsah_comment_3,salsah_comment_4,salsah_comment_5,salsah_comment_6,salsah_comment_7,salsah_comment_8,salsah_comment_9
343922,"Röthlisberger, Karl",,,,,,<p>Karl Röthlisberger war Schwinger aus Trub und wurde am ersten Emmentaler Schwingfest 1941 in Trub zweiter nach Fritz Dubach.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Röthlisberger, Karl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343921,"Dubach, Fritz",,,,,,<p>Fritz Dubach war Schwinger aus Eggiwil war Schwinger und Gewinner des ersten Emmentaler Schwingfestes 1941 in Trub.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubach, Fritz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343920,Wegmüller,,,,,,"<p>Wegmüller war <span gaga={}>Schwinger, er unterlag 1938 <a class=""salsah-link"" href=""IRI:343919:IRI"">Minder</a> im Zürcher Kantonalschwingen.</span</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wegmüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343919,Minder,,,,,,<p>Minder war Schwinger und gewann 1938 das Zürcher Kantonalschwingen.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343918,"Gasser, Walter",,,,,,<span gaga={}><p>Walter Gasser lebte in Münchenbuchsee.</p></span<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gasser, Walter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343917,"Bürki, Werner",,,,,,"<p>Werner Bürki war 1937, 1938 und 1940 Schwingerkönig. Am Eidgenössischen Schwing- und Älplerfest in Solothurn 1940 teilte er den Titel mit <a class=""salsah-link"" href=""IRI:343923:IRI"">Otto Marti</a>. Er lebte in Bümpliz.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bürki, Werner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343916,"Miotti, Therese",,,,,,<p>Therese Miotti war Rollschuh-Kunstläuferin und 1938 sowie 1939 Schweizer Meisterin im Rollschuh-Kunstlaufen. Sie gehörte zum Rollerclub Zürich.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miotti, Therese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343915,"Wehrli, Ursula",,,,,,<p>Ursula Wehrli war <span gaga={}>Rollschuh-Kunstläuferin und 1939 Junioren Schweizermeisterin im Rollschuh-Kunstlaufen-</span</p>,,,,"Tätigkeit: Rollschuh-Kunstläuferin, 1939 Junioren Schweizer Meisterin im Rollschuh-Kunstlaufen",,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wehrli, Ursula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343914,"Guinchi, Florido",,,,,,<span gaga={}><p>Florido Guinchi war Eiskunstläufer. Mit Gritli Müller 1939 war er Schweizer Meister im Paarlaufen.</p></span<p></p>,,,,"Tätigkeit: Eiskunstläufer, mit Gritli Müller 1939 Schweizer Meister im Paarlaufen",,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guinchi, Florido",,,,,,,,,,,Gehörte zum Rollerclub Zürich.,,,,,,,,,,,,,,,,,,,,,
343913,"Müller, Gritli",,,,,,<p>Gritli Müller war Eiskunstläuferin und wurde 1939 zusammen mit Florido Guinchi Schweizer Meisterin im Paarlaufen.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Müller, Gritli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343911,"Lavater, Hans",,,,,,"<p>Hans Lavater war Musikdirektor, Hauptmann im Militär und Dirigent der Zürcher Singstudenten. Er erscheint in der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a>.</p>",,,,,,,,,,,Archivmaterial: Schweizerisches Bundesarchiv (Nationalarchiv) in Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavater, Hans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343910,"Macherel, Claude",,,,,,"<p>Claude Macherel war Ethnologe in Paris und beteiligte sich am Aufbau der Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a>.</p>",,,,,,,,,,,,Literatur: http://www.ethnographiques.org (Revue en ligne de sciences humaines et sociales),Archivmaterial: Schweizerische Nationalbibliothek in Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macherel, Claude",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343909,"Meili, Werner",,,,,,<p>Werner Meili war Fotograf und lebte/arbeitete in Zürich.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meili, Werner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343908,"Flammer, Alberto",Muralto,1938-01-25,,,,"<p>Alberto Flammer wurde am 25. Januar 1938 in Muralto geboren. Er war der Sohn von Johann Albert Flammer und machte bei ihm von 1954 bis 1957 die Lehre als Fotograf. Er übernahm 1958 das Geschäft des Vaters und war Mitglied der Eidgenössischen Kommission für angewandte Kunst. Er lebte und arbeitete in Verscio, Losone, Muralto und Locarno. Die Person wird im Zusammenhang mit der Sammlung  <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a> erwähnt.</p>",,Muralto,http://sws.geonames.org/6692335,,,,,,,46.17323,,http://foto-ch.ch,http://www.fotostiftung.ch,"Siegfried, Francis; Mueller, Daniel (Hg.): Photographie «à la carte». Un festival et douze institutions photographiques suisses à découvrir au CentrePasquArt à Bienne 1.6 – 29.9.2002, Bienne 2002","""Das Tessin und seine Photographen"", Bern 1987","""Tessin: Kulturlandschaft zwischen Fels und Sonne"", Zürich 1983",Archivmaterial: Schweizerische Nationalbibliothek in Bern,,,,,,,"Publikation: mit Mondada, Giuseppe: I nostri sagrati, Lugano 1974",,,,,,,,,,,"Publikation: mit Bianconi, Piero: Occhi sul Ticino (Blick aufs Tessin), 1978","Publikation: ""Quattro villaggi"", 1966","Galleria Cons Arc (Hg.): Alberto Flammer. Imbalsami e resti, camuffamenti e feritoie, Chiasso 2001","Pfrunder, Peter (Hg.); Gasser, Martin; Münzenmaier, Sabine et al.: Schweizer Fotobücher. 1927 bis heute. Eine andere Geschichte der Fotografie. Winterthur, Baden 2011","Schweizerische Stiftung für die Photographie (Hg.): Photographie in der Schweiz von 1840 bis heute, Bern 1992","Schweizerische Stiftung für die Photographie (Hg.): Il Ticino e i suoi fotografi. Fotografie dal 1858 ad oggi. Das Tessin und seine Photographen. Photographien von 1858 bis heute, Bern 1987","Schweizerische Stiftung für die Photographie (Hg.): Alberto Flammer. Photographien, Zürich 1989",8.80219,"Flammer, Alberto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343907,Moser [aus Romanshorn],,,,,,"<p>Moser aus Romanshorn beiteiligte sich am Aufbau der Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a>. Eventuell handelt es sich um <a class=""salsah-link"" href=""IRI:344015:IRI"">Fritz C. Moser</a>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moser [aus Romanshorn],Moser,,,,,,,,,"Es könnte sich um ""Moser, Fritz C."" handeln.",,,,,,,,,,,,,,,,,,,,,
343906,"Knecht, J.",,,,,,"<p>J. Knecht wird im Rahmen der Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a> als ""Direktor"" aus Flums bezeichnet.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knecht, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343905,"Fischer, Theodor",,,,,,"<p>Diese Person wird in Zusammenhang mit der Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I </a> erwähnt und lebte in Luzern.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fischer, Theodor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343904,"Schirmann, Li",,,,,,"<span gaga={}><p>Li Schirrmann war Schriftsteller/-in und beteiligte sich fotografisch am Aufbau der Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a>.</p></span<p></p>",,,,,Ausbildung: Schriftstellerin,Lebte/Arbeitete in: Zürich (Stadt),,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schirmann, Li",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343903,"Bär, Hans",,1945-10-20,,,[löschen2016],"<span gaga={}><a href=""http://www.foto-ch.ch/?a=fotograph&id=1016&lang=de""><p>Hans Bär</p></a></span<p><span gaga={}></span</p></a><p><span gaga={}> war Fotograf in Langenthal. Er kam aus der Fotografenfamilie Bär (</spanSohn von <a class=""salsah-link"" href=""IRI:374336:IRI"">Johann Jakob Bär-Neuwiler<span gaga={}></span</a><span gaga={}>) und übernahm 1924 das Atelier von Carl Ruhé in Langenthal. </span<span gaga={}>Er und seine Frau adoptierten eine ""Nichte, Annemarie Bär, die später ebenfalls Fotografin und seine Nachfolgerin wurde"". (Siehe <a href=""http://www.foto-ch.ch/?a=fotograph&id=1016&lang=de"">fotoCH</a>)</span</p><p>""1972 übergab er das Fotogeschäft seiner Tochter Annemarie Bär (*1937). Sie hatte eine Fotografenlehre in Brugg absolviert, die Gewerbeschule Luzern besucht und den Meisterkurs an der Ecole des Arts et Métiers in Vevey absolviert. Sie führte das Geschäft bis 1992."" (siehe <a href=""http://www.fotostiftung.ch/en/collections-archives/encyclopaedia-photography/?no_cache=1&tx_mssccumulus_msscphotographerlist%5Bletter%5D=B&tx_mssccumulus_msscphotographerlist%5Baction%5D=list&tx_mssccumulus_msscphotographerlist%5Bcontroller%5D=Photographer&cHash=d713427f9d3ae138031a310b0b79d2e1"">Fotostiftung Schweiz</a>)</p><p>Hans Bär war Mitglied des <a class=""salsah-link"" href=""IRI:336400:IRI"">Schweizerischer Photographen Verbands (SPhV)</a>.</p>",,Langenthal,http://sws.geonames.org/2660034,,,,,,,47.21526,"Schürpf, Markus: Fotografie in Langenthal. 1857-1998, Langenthal 1998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79607,"Bär, Hans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343902,"Krenn, Anton",Johnsdorf,1958-12-12,,,Zürich (Stadt),"<p>""Der gebürtige Österreicher Anton Krenn kam als Handwerker auf der Walz nach Zürich. Dort liess er sich nieder und arbeitete als Schuhmacher. Auf Grund seiner Kenntnisse der Stenografie kam er zu Beschäftigungen als Reporter. Er war als solcher für die «Depeschen-Agentur», die «Basellandschaftliche Zeitung» sowie den «Täglichen Anzeiger» in Thun tätig. Später war er Redaktor des «Boten vom Walensee». 1879 fand er überregionale Beachtung für seine Reportage über den Brand von Zizers. Als freischaffender Reporter rüstete sich Anton Krenn bald mit einer Kamera aus und machte eine fotografische Ausbildung beim Fotografen Enderli in Zürich. Als «rasender Reporter» dokumentierte er 1898 das Attentat auf Kaiserin Elisabeth in Genf und 1900 die Ermordung von König Umberto in Monza. Seine aussergewöhnlichen Bildreportagen verschafften ihm nach dem Ersten Weltkrieg internationale Aufträge und eine Sonderstellung unter den Fotoreportern der Zeit. 1940 zwang ihn ein Augenleiden zur Aufgabe der Fotografie. Er war aber weiterhin als Journalist tätig."" (<a href=""https://foto-ch.ch/#/photographer#detail=20521&type=photographer"">fotoCH</a>)</p>",,Zurich,http://sws.geonames.org/2657896,,,,,,,47.36667,,"Literatur: Biographisches Lexikon verstorbener Schweizer 5, 1961, S. 321","Literatur: Iten, Karl (Hg.): Uri damals. Photographien und Zeitdokumente, 1855-1925, Altdorf 1984",,,,,,,,,,,"Literatur: Perret, René: Frappante Ähnlichkeit. Pioniere der Schweizer Photographie. Bilder der Anfänge, Brugg 1991",,,,,,,,,,,"Literatur: Pfrunder, Peter (Hg.): Seitenblicke. Die Schweiz 1848 bis 1998. Eine Photochronik, Zürich 1998","Literatur: Schweizerische Stiftung für die Photographie (Hg.): Photographie in der Schweiz von 1840 bis heute, Bern 1992",,,,,,8.55,"Krenn, Anton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343901,"Ehrat, E.",,,,,,"<p>Es handelt sich um einen Fotografen und Postkartenverleger, welcher in Wald lebte und arbeitete. Die Person wird in Zusammenhang mit der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I </a>erwähnt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ehrat, E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343899,"Gallas, Wilhelm",,,,,,<p>Wilhelm Gallas war Fotograf. Er arbeitete in Zürich in der Stauffacherstrasse 8.</p>,,,,,Tätigkeit: Fotograf,"Lebte/Arbeitete in: Zürich, Stauffacherstrasse 8",,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallas, Wilhelm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343898,"Bertolf, Hans",,1976-06-12,,,,"<span gaga={}><p>""Hans Bertolf absolvierte seine Ausbildung an der Kunst- und Gewerbeschule Bauhaus in Dessau und arbeitete dort nach der Lehrzeit kurz für das Theater Dessau, bevor er nach Berlin zog und dort für «Polyphoto» tätig war. Nach der nationalsozialistischen Machtergreifung kehrte er nach Basel zurück, wo er als freischaffender Fotograf arbeitete. Als Pressefotograf arbeitete er für die Zeitschriften «Tip», «Brückenbauer» und ab 1942 in der Aussenstelle Basel der Agentur ATP. Schliesslich war er als Pressefotograf für die «National-Zeitung» tätig."" (Siehe <a href=""https://www.foto-ch.ch/?a=fotograph&id=23175&lang=de"">foto-ch</a>)</p></span<p></p>",,Basel,http://sws.geonames.org/2661604,,,,,,,,,"Publikation: Pressestelle des Fernsehens der deutschen und rätoromanischen Schweiz (Hg.): Auf Altersreportage, Zürich 1968 (Fotografien von Rudolf Treichler und Hans Bertolf)",Archivmaterial: Sportmuseum Schweiz in Münchenstein,,,,,,,,,,,Archivmaterial: Schweizerische Nationalbibliothek in Bern,,,,,,,,,,,Archivmaterial: Staatsarchiv Basel-Stadt,"Archivmaterial: Ringier Bildarchiv (RBA), Staatsarchiv Aargau in Aarau?",,,,,,,,"Bertolf, Hans",Foto Bertolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343896,"Bürgi, R.",,,,,,"<span gaga={}><span gaga={}><p>R. Bürgi ist/war </p></span<p></p></span<p><span gaga={}><span gaga={}>ein</span</span<span gaga={}><span gaga={}>/e </span</span<span gaga={}><span gaga={}>Fotograf</span</span<span gaga={}><span gaga={}>/-</span</span<span gaga={}><span gaga={}>in</span</span<span gaga={}><span gaga={}>, der/die sich am Aufbau der Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a> </span</span<span gaga={}><span gaga={}>beteiligte.</span</span</p><p>Evt. handelt es sich um <a href=""https://www.foto-ch.ch/?a=fotograph&id=27268&lang=de"">Vitus Reinhold Bürgi</a>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bürgi, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343895,"Grenus, E. de",,,,,,,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grenus, E. de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343894,"Rüfenacht, Walter",,1962,,,,"<p>Walter Rüfenacht war bis 1946 Legationsrat des Eidgenössischen Politischen Departement (ab 1979 Eidgenössisches Departement für auswärtige Angelegenheiten). (Siehe <a href=""http://db.dodis.ch/people/2435"">dodis.ch</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rüfenacht, Walter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343893,"Kelly, David",,1959-03-27,,,,"<p>David Victor Kelly war ein britischer Botschafter und von 1940 bis 1942 Minister für die Schweiz. (Siehe <a href=""https://en.wikipedia.org/wiki/David_Kelly_(diplomat)"">Wikipedia</a>)</p>",,Inch,http://sws.geonames.org/2963693,,,,,,,52.73889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.23444,,"Kelly, David","Kelly, David Victor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343892,Stucki,,,,,,<p>Stucki war Mitglied des Politischen Departementes und lebte in Bern.</p>,,,,,Tätigkeit: Mitglied des Politischen Departementes,Lebte/Arbeitete in: Bern (Stadt),,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stucki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343891,Köcher,,,,,,"<p>Köcher war ein ""Deutscher Gesandter"" und Mitglied der deutschen Delegation am Neujahrsempfang im Bundeshaus 1940.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Köcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343890,"Ilsemann, von",,,,,,<p>Oberstleutnant von Ilsemann war <span gaga={}>Mitglied der deutschen Delegation am Neujahrsempfang im Bundeshaus 1940.</span</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ilsemann, von",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343889,Alphand,,,,,,<p>Alphand war französischer Botschafter in Bern.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343888,"Bernardini, Filippo",,1954-08-26,,,,"<p>Filippo Bernardini war seit 1910 Priester. Von 1935 bis 1953 war er dann Päpstlicher Nuntius in der Schweiz, also Vertreter des Papstes in Bern. Während des Zweiten Weltkriegs spielte Bernardini vatikanischen Informationsdienst über Kriegsgefangene eine wichtige Rolle. (Siehe <a href=""http://www.hls-dhs-dss.ch/textes/d/D23281.php"">Historisches Lexikon der Schweiz</a>)</p>",,Provincia di Macerata,http://sws.geonames.org/3174379,,,,,,,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16667,,"Bernardini, Filippo",Bernardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343887,"Indergand, Hans",,,,,,<p>Hans Indergand war Soldatenlieder-Sänger.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indergand, Hans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343886,"Doelker, Mary",,,,,,"<p>Mary Doelker war ab 1897 mit <a class=""salsah-link"" href=""IRI:343779:IRI"">Henri Guisan</a> verheiratet.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doelker, Mary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343885,"Bachmann, W. [SGV_04]",,,,,,"<p>Betätigte sich als Fotograf/-in für die SGV, Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a>. Er/sie lebte und arbeitete in Appenzell.</p><p>Bei Bachmann, W. [SGV_01] und Bachmann, W. [SGV_04] könnte es sich um die selbe Person handeln.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachmann, W. [SGV_04]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343884,"Giegel, Philipp",Zürich (Stadt),1997-07-25,,,,<p>Fotograf in Zürich (Stadt).</p><p>Ausbildung bei H. B. Metzig (1945-1948) und Hans Finsler (1948)</p>,,Zurich,http://sws.geonames.org/2657896,,Ausbildung: bei H. B. Metzig (1945-1948) und Hans Finsler (1948),Tätigkeit: Fotograf,Lebte/Arbeitete in: Zürich (Stadt),,,47.36667,,Verwendete Quellen: Teilsammlung 4,Verwendete Quellen: foto-ch.ch,Archivmaterial: ETH-Bibliothek in Zürich (Biographisches Dossier),Archivmaterial: Mediathèque valais in Martigny,Archivmaterial: Dokumentationsbibliothek St. Moritz,,,,,,,,Publikation: Vgl. Bibliothekskataloge,,,,,,,,,,,"Literatur: Giroud, Jean-Charles; Schlup, Michael; Dubois-Cosandier, Thierry: Paradis à vendre. Un siècle d'affiches touristiques suisses, Genève - Neuchâtel 2005","Literatur: Pfrunder, Peter (Hg.): Seitenblicke. Die Schweiz 1848 bis 1998. Eine Photochronik, Zürich 1998 ","Literatur: Schweizerische Stiftung für die Photographie (Hg.): Photographie in der Schweiz von 1840 bis heute, Bern 1992",Archivmaterial: Eidgenössisches Archiv für Denkmalpflege in Bern,"Archivmaterial: Archiv für Zeitgeschichte, ETH in Zürich",Archivmaterial: Schweizerische Nationalbibliothek in Bern,Archivmaterial: Fotostiftung Schweiz in Winterthur,8.55,"Giegel, Philipp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343883,Schweizerische Zentrale für Verkehrsförderung,,1939,,,,"<span gaga={}><p>""Die SVZ entstand 1917 als Nationale Vereinigung zur Förderung des Reiseverkehrs, die auf eine 1911 eingereichte Motion von Nationalrat Alexander Seiler zurückgeht. 1937 wurde sie in Schweiz. Zentrale für Verkehrsförderung umbenannt und 1940 in eine öffentl.-rechtl. Körperschaft mit Sitz in Zürich umgewandelt. Ab 1955 firmierte sie unter dem Namen SVZ und erhielt mit dem Bundesgesetz von 1955 eine gesetzl. Grundlage, die 1995 revidiert wurde. Seit Ende 1996 tritt sie unter dem Namen Schweiz Tourismus auf. Die Dachorganisation, an der Bund, Kantone, regionale Verkehrsvereine sowie Anbieter in Tourismus und Gastronomie beteiligt sind, fördert die Nachfrage für das Ferien-, Reise- und Kongressland Schweiz"" (<a href=""http://www.hls-dhs-dss.ch/textes/d/D30559.php"">Historisches Lexikon der Schweiz</a>).</p></span<p></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schweizerische Zentrale für Verkehrsförderung,Schweizerische Verkehrszentrale (SVZ),Schweiz Tourismus,Nationale Vereinigung zur Förderung des Reiseverkehrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343880,"Koehli, Ernst",,1983,,,,"<p>Ernst Koehli war zwischen ca. 1935 bis 1947 als Fotograf in Zürich (Rebgasse 8, Zetthaus?) tätig. (Siehe <a href=""https://foto-ch.ch/#/photographer#detail=21247&type=photographer"">fotoCH</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koehli, Ernst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343879,"Leu, Ernst",Kölliken,1994-12-14,,,,"<p>Es handelt sich um einen Maler, welcher in der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a> erscheint (Siehe <a href=""http://www.sikart.ch/kuenstlerinnen.aspx?id=4001098"">SIKART Lexikon zur Kunst in der Schweiz</a>).</p>",,Kölliken,http://sws.geonames.org/2660120,,,,,,,47.33882,,Archivmaterial: Staatsarchiv Basel-Stadt,Archivmaterial: Schweizerische Nationalbibliothek in Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02644,"Leu, Ernst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343878,Braum,,,,,,"<p>Braum lebte und arbeitete in Basel und wird in Zusammenhang mit der Sammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a> als Fotograf/-in erwähnt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343877,"Seeger, W.",,,,,,,,,,Lebte/Arbeitete in: Weinfelden,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seeger, W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343876,"Stalder, Oberst",,,,,,<p>Oberst Stalder war Präsident der Gesellschaft Schweizerischer Verwaltungsoffiziere.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stalder, Oberst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343875,Guebeli,,,,,,<span gaga={}><p>Herr Guebeli war Oberstdivisionär</p></span<p></p>,,,,Tätigkeit: Oberstdivisionär,,,,,,,,Verwendete Quellen: Teilsammlung 4,Archivmaterial: Schweizerisches Bundesarchiv (Nationalarchiv) in Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guebeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343874,"Tissot-Daguette, Edouard",Delsberg,1961-12-12,,,Lausanne,"<p>Edouard Tissot-Daguette (1881 - 1961) war Oberstdivisionär beim Militär. Er besuchte die Kunstgewerbeschule des Technikums Biel, war Kunstmaler, Instruktionsoffizier und Generalstaboffizier.</p>",,Lausanne,http://sws.geonames.org/2659994,,Ausbildung: Kunstgewerbeschule des Technikums Biel,"Tätigkeit: Kunstmaler, Instruktionsoffizier, Generalstabsoffizier",,,,46.516,,Verwendete Quellen: Teilsammlung 4,Verwendete Quellen: Historisches Lexikon der Schweiz: http://www.hls-dhs-dss.ch,,,,,,,,,,,"Literatur: RMS, 1961, Nr. 12, S. 608 f. ",,,,,,,,,,,"Literatur: Generalstab 8, 366",Archivmaterial: Schweizerisches Bundesarchiv (Nationalarchiv) in Bern,,,,,,6.63282,"Tissot-Daguette, Edouard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343873,Wille,,,,,,<p>Wille war Oberstkorpskommandant beim Militär.</p>,,,,Tätigkeit: Oberstkorpskommandant,,,,,,,,Verwendete Quellen: Teilsammlung 4,Archivmaterial: Schweizerisches Bundesarchiv (Nationalarchiv) in Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343871,"Leopold, Herzog von Österreich",,1136,,,,"<p>Die Person wird in Zusammenhang mit der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I </a>erwähnt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leopold, Herzog von Österreich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
